DateTime(GMT),Fcst Hour,Temp,DewPt,RH,Wind Speed,POP,QPF,Snow
2018-03-31 04:00:00,107,44,26,50,5,1,0.0,0.0
2018-03-31 05:00:00,108,44,25,48,6,1,0.0,0.0
2018-03-31 06:00:00,109,43,25,49,6,1,0.0,0.0
2018-03-31 07:00:00,110,43,25,50,5,1,0.0,0.0
2018-03-31 08:00:00,111,44,25,48,5,1,0.0,0.0
2018-03-31 09:00:00,112,43,25,48,5,1,0.0,0.0
2018-03-31 10:00:00,113,42,24,50,5,1,0.0,0.0
2018-03-31 11:00:00,114,42,25,51,5,1,0.0,0.0
2018-03-31 12:00:00,115,41,25,52,5,1,0.0,0.0
2018-03-31 13:00:00,116,42,26,52,5,1,0.0,0.0
2018-03-31 14:00:00,117,43,27,53,5,1,0.0,0.0
2018-03-31 15:00:00,118,47,29,49,5,0,0.0,0.0
2018-03-31 16:00:00,119,51,29,43,6,0,0.0,0.0
2018-03-31 17:00:00,120,52,29,40,8,0,0.0,0.0
2018-03-31 18:00:00,121,54,29,37,8,0,0.0,0.0
2018-03-31 19:00:00,122,56,28,34,8,0,0.0,0.0
2018-03-31 20:00:00,123,58,28,31,7,0,0.0,0.0
2018-03-31 21:00:00,124,59,27,29,6,17,0.0,0.0
2018-03-31 22:00:00,125,59,27,29,6,18,0.0,0.0
2018-03-31 23:00:00,126,58,28,32,7,19,0.0,0.0
2018-04-01 00:00:00,127,56,28,34,7,22,0.0,0.0
2018-04-01 01:00:00,128,53,28,38,5,24,0.0,0.0
2018-04-01 02:00:00,129,50,29,45,5,34,0.01,0.0
2018-04-01 03:00:00,130,48,31,50,5,24,0.0,0.0
2018-04-01 04:00:00,131,46,31,55,3,37,0.01,0.0
2018-04-01 05:00:00,132,44,32,61,3,42,0.01,0.0
2018-04-01 06:00:00,133,43,31,63,3,58,0.03,0.0
2018-04-01 07:00:00,134,41,31,69,3,58,0.03,0.0
2018-04-01 08:00:00,135,40,31,71,4,58,0.02,0.0
2018-04-01 09:00:00,136,38,30,73,4,57,0.02,0.1
2018-04-01 10:00:00,137,37,30,75,4,56,0.02,0.1
2018-04-01 11:00:00,138,35,29,77,4,56,0.02,0.2
2018-04-01 12:00:00,139,33,28,80,3,52,0.02,0.2
2018-04-01 13:00:00,140,32,27,83,4,52,0.03,0.2
2018-04-01 14:00:00,141,30,26,85,4,52,0.03,0.2
2018-04-01 15:00:00,142,33,26,76,3,50,0.03,0.0
2018-04-01 16:00:00,143,35,25,65,4,49,0.03,0.0
2018-04-01 17:00:00,144,37,24,60,5,49,0.03,0.0
2018-04-01 18:00:00,145,39,23,52,5,45,0.01,0.0
2018-04-01 19:00:00,146,41,22,46,7,46,0.01,0.0
2018-04-01 20:00:00,147,41,21,45,8,47,0.01,0.0
2018-04-01 21:00:00,148,40,21,47,8,51,0.02,0.0
2018-04-01 22:00:00,149,39,21,49,7,54,0.02,0.0
2018-04-01 23:00:00,150,37,21,53,7,55,0.02,0.0
2018-04-02 00:00:00,151,35,21,56,7,52,0.02,0.0
2018-04-02 01:00:00,152,35,21,56,6,53,0.02,0.0
2018-04-02 02:00:00,153,31,21,65,5,51,0.01,0.1
2018-04-02 03:00:00,154,31,21,66,5,46,0.01,0.1
2018-04-02 04:00:00,155,32,21,63,4,42,0.01,0.1
2018-04-02 05:00:00,156,33,21,61,4,37,0.01,0.0
2018-04-02 06:00:00,157,32,21,63,5,40,0.01,0.1
2018-04-02 07:00:00,158,31,22,67,5,38,0.01,0.1
2018-04-02 08:00:00,159,30,22,70,5,35,0.01,0.1
2018-04-02 09:00:00,160,30,22,71,4,32,0.01,0.0
2018-04-02 10:00:00,161,29,22,76,4,24,0.0,0.0
2018-04-02 11:00:00,162,28,21,76,4,24,0.0,0.0
2018-04-02 12:00:00,163,27,21,80,4,11,0.0,0.0
2018-04-02 13:00:00,164,26,21,81,4,10,0.0,0.0
2018-04-02 14:00:00,165,27,22,81,4,8,0.0,0.0
2018-04-02 15:00:00,166,32,23,70,3,5,0.0,0.0
2018-04-02 16:00:00,167,37,24,61,4,3,0.0,0.0
2018-04-02 17:00:00,168,41,25,53,7,2,0.0,0.0
2018-04-02 18:00:00,169,45,24,42,7,5,0.0,0.0
2018-04-02 19:00:00,170,49,24,38,8,4,0.0,0.0
2018-04-02 20:00:00,171,51,23,34,8,5,0.0,0.0
2018-04-02 21:00:00,172,51,23,34,9,5,0.0,0.0
2018-04-02 22:00:00,173,50,23,34,8,7,0.0,0.0
2018-04-02 23:00:00,174,50,24,36,7,9,0.0,0.0
2018-04-03 00:00:00,175,47,24,40,7,8,0.0,0.0
2018-04-03 01:00:00,176,43,23,46,5,9,0.0,0.0
2018-04-03 02:00:00,177,40,22,48,5,11,0.0,0.0
2018-04-03 03:00:00,178,38,22,53,4,16,0.0,0.0
2018-04-03 04:00:00,179,36,21,53,3,16,0.0,0.0
2018-04-03 05:00:00,180,36,20,53,3,16,0.0,0.0
2018-04-03 06:00:00,181,34,20,55,4,9,0.0,0.0
2018-04-03 07:00:00,182,33,20,58,3,10,0.0,0.0
2018-04-03 08:00:00,183,32,19,59,4,11,0.0,0.0
2018-04-03 09:00:00,184,31,19,59,3,12,0.0,0.0
2018-04-03 10:00:00,185,31,18,59,3,12,0.0,0.0
2018-04-03 11:00:00,186,30,18,62,3,13,0.0,0.0
2018-04-03 12:00:00,187,29,18,63,4,9,0.0,0.0
2018-04-03 13:00:00,188,29,19,66,4,8,0.0,0.0
2018-04-03 14:00:00,189,31,20,63,3,7,0.0,0.0
2018-04-03 15:00:00,190,36,20,52,2,5,0.0,0.0
2018-04-03 16:00:00,191,41,22,45,3,4,0.0,0.0
2018-04-03 17:00:00,192,46,23,40,4,2,0.0,0.0
2018-04-03 18:00:00,193,49,23,36,5,2,0.0,0.0
2018-04-03 19:00:00,194,53,24,33,6,2,0.0,0.0
2018-04-03 20:00:00,195,54,24,31,7,2,0.0,0.0
2018-04-03 21:00:00,196,55,25,30,7,2,0.0,0.0
2018-04-03 22:00:00,197,57,25,29,6,3,0.0,0.0
2018-04-03 23:00:00,198,58,25,28,6,3,0.0,0.0
2018-04-04 00:00:00,199,56,24,29,5,5,0.0,0.0
2018-04-04 01:00:00,200,53,25,33,3,5,0.0,0.0
2018-04-04 02:00:00,201,49,25,39,3,6,0.0,0.0
2018-04-04 03:00:00,202,47,25,42,4,7,0.0,0.0
2018-04-04 04:00:00,203,46,25,44,3,7,0.0,0.0
2018-04-04 05:00:00,204,45,25,45,4,8,0.0,0.0
2018-04-04 06:00:00,205,44,25,47,4,1,0.0,0.0
2018-04-04 07:00:00,206,43,25,48,4,1,0.0,0.0
2018-04-04 08:00:00,207,42,24,50,5,2,0.0,0.0
2018-04-04 09:00:00,208,41,24,50,4,2,0.0,0.0
2018-04-04 10:00:00,209,41,24,51,4,1,0.0,0.0
2018-04-04 11:00:00,210,40,25,54,4,1,0.0,0.0
2018-04-04 12:00:00,211,39,25,56,4,1,0.0,0.0
2018-04-04 13:00:00,212,40,26,55,4,1,0.0,0.0
2018-04-04 14:00:00,213,43,26,53,4,1,0.0,0.0
2018-04-04 15:00:00,214,48,27,44,4,0,0.0,0.0
2018-04-04 16:00:00,215,52,28,39,5,0,0.0,0.0
2018-04-04 17:00:00,216,53,29,38,6,0,0.0,0.0
2018-04-04 18:00:00,217,55,29,37,6,1,0.0,0.0
2018-04-04 19:00:00,218,57,30,34,6,1,0.0,0.0
2018-04-04 20:00:00,219,59,29,32,7,2,0.0,0.0
2018-04-04 21:00:00,220,59,29,31,7,2,0.0,0.0
2018-04-04 22:00:00,221,59,29,31,6,3,0.0,0.0
2018-04-04 23:00:00,222,58,29,33,6,3,0.0,0.0
2018-04-05 00:00:00,223,56,29,34,6,5,0.0,0.0
2018-04-05 01:00:00,224,56,30,37,5,11,0.0,0.0
2018-04-05 02:00:00,225,53,30,41,5,12,0.0,0.0
2018-04-05 03:00:00,226,51,30,45,4,13,0.0,0.0
2018-04-05 04:00:00,227,49,30,48,3,15,0.0,0.0
2018-04-05 05:00:00,228,48,30,50,4,14,0.0,0.0
2018-04-05 06:00:00,229,46,29,52,4,16,0.0,0.0
2018-04-05 07:00:00,230,44,30,56,3,22,0.0,0.0
2018-04-05 08:00:00,231,44,30,58,4,22,0.0,0.0
2018-04-05 09:00:00,232,42,30,61,4,23,0.0,0.0
2018-04-05 10:00:00,233,42,30,63,3,23,0.0,0.0
2018-04-05 11:00:00,234,41,30,65,3,22,0.0,0.0
2018-04-05 12:00:00,235,41,31,67,4,22,0.0,0.0
2018-04-05 13:00:00,236,41,31,69,3,20,0.0,0.0
2018-04-05 14:00:00,237,41,32,71,3,16,0.0,0.0
2018-04-05 15:00:00,238,45,33,64,2,12,0.0,0.0
2018-04-05 16:00:00,239,49,33,54,3,9,0.0,0.0
2018-04-05 17:00:00,240,53,33,47,4,6,0.0,0.0
2018-04-05 18:00:00,241,56,33,41,4,41,0.02,0.0
2018-04-05 19:00:00,242,59,32,36,5,41,0.02,0.0
2018-04-05 20:00:00,243,60,31,33,6,43,0.02,0.0
2018-04-05 21:00:00,244,60,30,32,6,44,0.02,0.0
2018-04-05 22:00:00,245,60,29,30,5,46,0.02,0.0
2018-04-05 23:00:00,246,59,29,32,5,48,0.02,0.0
2018-04-06 00:00:00,247,58,29,34,5,52,0.02,0.0
2018-04-06 01:00:00,248,55,29,38,4,53,0.02,0.0
2018-04-06 02:00:00,249,52,30,43,4,54,0.02,0.0
2018-04-06 03:00:00,250,50,31,48,5,54,0.02,0.0
2018-04-06 04:00:00,251,48,31,51,4,56,0.02,0.0
2018-04-06 05:00:00,252,47,31,54,4,57,0.02,0.0
2018-04-06 06:00:00,253,45,30,55,4,60,0.01,0.0
2018-04-06 07:00:00,254,44,30,59,4,60,0.01,0.0
2018-04-06 08:00:00,255,43,30,61,4,60,0.01,0.0
2018-04-06 09:00:00,256,42,30,62,4,60,0.01,0.0
2018-04-06 10:00:00,257,41,30,63,4,59,0.01,0.0
2018-04-06 11:00:00,258,40,30,65,3,58,0.01,0.0
2018-04-06 12:00:00,259,40,29,66,4,45,0.01,0.0
2018-04-06 13:00:00,260,39,29,68,4,43,0.01,0.0
2018-04-06 14:00:00,261,39,30,69,4,39,0.01,0.0
2018-04-06 15:00:00,262,43,31,62,3,35,0.01,0.0
2018-04-06 16:00:00,263,46,31,54,4,31,0.01,0.0
2018-04-06 17:00:00,264,49,30,49,5,24,0.0,0.0
2018-04-06 18:00:00,265,51,30,46,5,37,0.01,0.0
2018-04-06 19:00:00,266,52,30,43,6,38,0.01,0.0
2018-04-06 20:00:00,267,53,30,41,7,40,0.01,0.0
2018-04-06 21:00:00,268,53,29,41,7,42,0.01,0.0
2018-04-06 22:00:00,269,52,30,42,6,44,0.01,0.0
2018-04-06 23:00:00,270,50,30,46,7,46,0.01,0.0
2018-04-07 00:00:00,271,48,30,49,6,49,0.01,0.0
2018-04-07 01:00:00,272,46,30,53,5,49,0.01,0.0
2018-04-07 02:00:00,273,44,30,59,5,49,0.01,0.0
2018-04-07 03:00:00,274,42,30,62,4,50,0.01,0.0
2018-04-07 04:00:00,275,41,30,65,3,50,0.01,0.0
2018-04-07 05:00:00,276,39,30,68,3,51,0.01,0.0
2018-04-07 06:00:00,277,38,29,69,3,24,0.0,0.0
2018-04-07 07:00:00,278,37,29,73,3,24,0.0,0.0
2018-04-07 08:00:00,279,36,29,75,3,30,0.0,0.0
2018-04-07 09:00:00,280,35,29,76,3,30,0.0,0.0
2018-04-07 10:00:00,281,35,29,78,3,24,0.0,0.0
2018-04-07 11:00:00,282,35,28,78,3,24,0.0,0.0
2018-04-07 12:00:00,283,34,28,79,3,33,0.0,0.0
2018-04-07 13:00:00,284,34,28,81,3,32,0.0,0.0
2018-04-07 14:00:00,285,34,29,81,3,24,0.0,0.0
2018-04-07 15:00:00,286,38,30,72,2,24,0.0,0.0
2018-04-07 16:00:00,287,42,30,61,3,24,0.0,0.0
2018-04-07 17:00:00,288,46,30,53,4,24,0.0,0.0
2018-04-07 18:00:00,289,48,30,49,4,60,0.02,0.0
2018-04-07 19:00:00,290,52,30,43,6,60,0.02,0.0
2018-04-07 20:00:00,291,54,30,39,6,60,0.02,0.0
2018-04-07 21:00:00,292,55,29,38,7,60,0.02,0.0
2018-04-07 22:00:00,293,55,29,37,7,60,0.02,0.0
2018-04-07 23:00:00,294,54,29,38,7,60,0.02,0.0
2018-04-08 00:00:00,295,53,29,41,7,60,0.02,0.0
2018-04-08 01:00:00,296,50,29,44,5,60,0.02,0.0
2018-04-08 02:00:00,297,48,30,49,5,60,0.02,0.0
2018-04-08 03:00:00,298,46,30,53,4,60,0.02,0.0
2018-04-08 04:00:00,299,45,30,56,2,60,0.02,0.0
2018-04-08 05:00:00,300,44,30,57,2,60,0.02,0.0
2018-04-08 06:00:00,301,43,30,59,2,59,0.01,0.0
2018-04-08 07:00:00,302,41,30,63,1,59,0.01,0.0
2018-04-08 08:00:00,303,41,30,64,2,59,0.01,0.0
2018-04-08 09:00:00,304,40,29,66,2,59,0.01,0.0
2018-04-08 10:00:00,305,39,29,67,2,58,0.01,0.0
2018-04-08 11:00:00,306,39,29,66,2,58,0.01,0.0
2018-04-08 12:00:00,307,38,28,67,3,48,0.01,0.0
2018-04-08 13:00:00,308,38,28,68,3,47,0.01,0.0
2018-04-08 14:00:00,309,38,28,68,3,45,0.01,0.0
2018-04-08 15:00:00,310,42,29,60,2,44,0.01,0.0
2018-04-08 16:00:00,311,46,29,52,3,42,0.01,0.0
2018-04-08 17:00:00,312,49,29,46,5,41,0.01,0.0
2018-04-08 18:00:00,313,52,29,41,6,60,0.02,0.0
2018-04-08 19:00:00,314,54,29,38,6,60,0.02,0.0
2018-04-08 20:00:00,315,55,29,36,8,60,0.02,0.0
2018-04-08 21:00:00,316,56,28,35,9,60,0.02,0.0
2018-04-08 22:00:00,317,56,28,35,9,60,0.02,0.0
2018-04-08 23:00:00,318,55,29,37,9,60,0.02,0.0
2018-04-09 00:00:00,319,53,29,40,8,60,0.02,0.0
2018-04-09 01:00:00,320,50,29,44,6,60,0.02,0.0
2018-04-09 02:00:00,321,47,29,49,6,60,0.02,0.0
2018-04-09 03:00:00,322,45,29,54,6,60,0.02,0.0
2018-04-09 04:00:00,323,43,29,57,3,60,0.02,0.0
2018-04-09 05:00:00,324,42,29,60,3,60,0.02,0.0
2018-04-09 06:00:00,325,41,28,60,3,53,0.01,0.0
2018-04-09 07:00:00,326,40,28,63,2,54,0.01,0.0
2018-04-09 08:00:00,327,39,28,65,3,53,0.01,0.0
2018-04-09 09:00:00,328,38,28,66,3,53,0.01,0.0
2018-04-09 10:00:00,329,38,28,68,2,52,0.01,0.1
2018-04-09 11:00:00,330,37,28,68,2,52,0.01,0.1
2018-04-09 12:00:00,331,36,27,70,2,48,0.01,0.1
2018-04-09 13:00:00,332,36,28,70,2,47,0.01,0.1
2018-04-09 14:00:00,333,37,28,71,2,45,0.01,0.0
2018-04-09 15:00:00,334,40,29,63,2,43,0.01,0.0
2018-04-09 16:00:00,335,44,29,55,3,41,0.01,0.0
2018-04-09 17:00:00,336,47,29,49,5,39,0.01,0.0
2018-04-09 18:00:00,337,50,28,43,6,51,0.01,0.0
2018-04-09 19:00:00,338,52,27,38,7,52,0.01,0.0
2018-04-09 20:00:00,339,54,26,34,8,53,0.01,0.0
2018-04-09 21:00:00,340,55,26,33,9,53,0.01,0.0
2018-04-09 22:00:00,341,55,25,32,8,54,0.01,0.0
2018-04-09 23:00:00,342,54,25,32,8,55,0.01,0.0
2018-04-10 00:00:00,343,52,25,35,8,56,0.01,0.0
2018-04-10 01:00:00,344,48,26,41,5,56,0.01,0.0
2018-04-10 02:00:00,345,46,26,46,5,55,0.01,0.0
2018-04-10 03:00:00,346,44,27,51,6,55,0.01,0.0
2018-04-10 04:00:00,347,43,28,55,4,54,0.01,0.0
2018-04-10 05:00:00,348,41,28,57,4,54,0.01,0.0
2018-04-10 06:00:00,349,41,27,58,4,45,0.01,0.0
2018-04-10 07:00:00,350,39,27,61,3,45,0.01,0.0
2018-04-10 08:00:00,351,39,27,63,4,45,0.01,0.0
2018-04-10 09:00:00,352,38,27,65,4,44,0.01,0.0
2018-04-10 10:00:00,353,37,27,67,4,43,0.01,0.0
2018-04-10 11:00:00,354,37,27,68,3,42,0.0,0.0
2018-04-10 12:00:00,355,36,27,70,4,40,0.0,0.0
2018-04-10 13:00:00,356,36,28,72,4,38,0.0,0.0
2018-04-10 14:00:00,357,36,28,73,4,35,0.0,0.0
2018-04-10 15:00:00,358,40,29,66,3,32,0.0,0.0
2018-04-10 16:00:00,359,43,30,58,4,24,0.0,0.0
2018-04-10 17:00:00,360,46,29,53,5,24,0.0,0.0
